text,category
"민주당 오늘 의원 워크숍…정청래·김민석·송영길 당권주자 총출동 더불어민주당이 22대 후반기 국회 대비 워크숍을 개최, 김민석·송영길·정청래 등 당권 주자들도 참석 워크숍에서는 후반기 국회 운영 기조 및 운영방안, 이재명 정부 집권 2년차 주요 입법과제를 설명할 계획 김민석 전 총리, 송영길 의원, 정청래 전 대표 등 당대표 후보들은 각자의 메시지를 강조하며 경쟁 할 것으로 예상된다",정치
"[단독] 인천 계양구의원, 워크숍서 구의회 사무국장 '무차별 폭행' 계양구의회 의원이 공무원을 무차별 폭행해 실신시킨 사건이 발생했다. 여 의원은 A씨를 발로 밀치고 주먹으로 얼굴 부위를 수차례 때렸다. A씨는 전치 2주 진단을 받았으며, 조만간 여 의원을 경찰에 고소할 예정이라고 말했다.",사회/세계
"천하람 ""선관위-정당 '외유성 해외연수 카르텔'…내역 공개하라"" 천하람 개혁신당 의원은 '외유성 해외연수 카르텔'을 주장하며, 2024년 전액 삭감됐던 정당 관계자 외국 연수 예산이 정권 교체 뒤 국회 예산 심의 과정에서 8000만원 규모로 되살아났다고 말했다. 천 의원은 '외국 정당·정치제도 연수'라는 사업을 주장하며, 이 사업은 10년 넘게 관행처럼 실시하던 것임을 강조했다. 천 의원은 선관위와 정당 관계자들을 향해 '정당 당직자들에게 세금으로 선심 쓰고, 내부 직원들에게 꿀연수 혜택 주려고 국회와 야합해 되살려낸 올해 예산 8000만 원을 집행 중단하고 전액 반납하라'며 요구했다.",정치
"인권위, 정동영 장관에 ""'북향민' 명칭 변경 절차적 정당성 갖춰야"" 인권위원회는 북한이탈주민 명칭 변경에 있어 절차적 정당성을 갖춰 추진할 것을 권고했다. 북한이탈주민들은 '북향민' 명칭 변경에 대한 의견을 수렴하지 못하고 강행된 것에 항의하며 인권위는 정부가 북한이탈주민의 의사를 향후 반영할 필요가 있다고 지적했다. 인권위원회는 통일부의 명칭 변경 정책 추진 방식에 대해 북한이탈주민의 의견을 충분히 수렴하지 못하고 있는 점을 지적하며 정부가 북한이탈주민의 의사를 향후 반영할 필요가 있다고 권고했다.",정치
"[속보] 방산외교 나선 李…나토 정상회의 첫 참석 이재명 대통령은 다음주 튀르키예 앙카라에서 열리는 나토 정상회의에 참석하여 방산 외교를 펼칠 계획이다. 이 대통령은 몽골을 방문하여 한반도 평화 구축과 광물 협력을 논의할 예정이며, 북한과의 대화를 재개하기 위한 실현가능한 길을 모색해 나가고자 한다. 나토와 방산 협력 추진으로 세계 최대 규모 나토 방산시장 진출과 견고한 방산 공급망 구축을 위한 발판을 마련하겠다.",정치
"""북한 짓이라고?"" 깜짝…무려 1조 원 털어갔다 북한 연계 해킹 조직이 올해 상반기 전 세계 가상자산 해킹 피해액의 66%를 차지했다. 보고서는 지난 4월 탈중앙화 금융 플랫폼 '드리프트'와 '켈프DAO'에서 발생한 해킹 사건을 북한 연계 조직의 소행으로 판단했다. 북한의 실제 암호화폐 관련 수익은 이보다 훨씬 클 가능성이 있다.",경제
"북한, 상반기에만 코인 1조원 털었다 북한이 올해 상반기 전 세계 가상자산 해킹 피해액의 66%를 차지, 약 1조원을 탈취했다. TRM랩스는 북한 해커 조직의 위협이 갈수록 커지고 있으며, 공격 방식이 자산 관리 시스템과 인증 정보, 서명 체계 등 운영 인프라를 겨냥하는 방식으로 진화하고 있다고 분석했다. 북한의 가상자산 탈취 규모는 해마다 늘고 있다. 지난해에는 20억2000만 달러로 증가했으며, 최근 3년간 누적 피해액은 67억5000만 달러(약 10조원)에 달한다.",경제
"법무부, 與 '보완수사권 폐지' 법안에 檢의견 취합…6일까지 법무부가 여권 형사소송법 개정안에 대한 검찰의 의견을 요청했다. 개정안은 보완수사권을 전면 폐지하고 수사 주체를 사법경찰관으로 일원화하는 내용이다. 검사가 '보완수사요구권'을 행사할 때 경찰에 요청할 사항을 구체적으로 밝히도록 하는 법안도 발의됐다.",정치
[법안 톺아보기] ‘상원 노릇’ 하는 법사위…“맨날 싸울 거면 차라리... 대한민국 국회에서 법사위가 막강한 권한을 행사하여 여야 대립이 심화되고 있다. 민주당 의원 김남근과 국민의힘 의원 신동욱은 각각 법안을 발의하여 법사위를 기능에 따라 분리하는 것을 골자로 한다. 법사위가 체계·자구 심사권을 내려놓지 않는 이상 여야 대치로 국회 원 구성이 늦어지는 일은 앞으로도 반복될 것으로 예상된다.,정치
"청와대, 미 하원 쿠팡보고서에 ""쿠팡 일방적 주장 반영‥국적 따라 차별... 청와대는 쿠팡 등 미국 기업을 차별적으로 대우하지 않는다고 반박했다. 국적에 따라 기업활동을 차별적으로 대우하거나, 누구를 표적화해 조사하지 않는다 쿠팡의 개인정보 유출 증거 장비를 중국에서 회수한 것은 사실이 아니라고 밝혔다.",사회/세계
"""한국, 쿠팡 표적삼아"" 백악관 우려에 청와대 ""미국인 66% 개인정보 중국... 청와대는 쿠팡 개인정보 유출에 대한 조사는 국내법상 적법절차에 따라 비차별적으로 이뤄지고 있다고 밝혔다. 위성락 국가안보실장은 쿠팡이 해킹 피의자의 IT 장비를 중국에서 회수한 과정을 '국가정보원 주도 작전'으로 규정하는 보고서 내용은 사실과 크게 다르다고 지적했다. 청와대는 쿠팡 쪽 관계자가 회수한 것을 사전에 알고 있었다거나, 지시하거나 관여한 바 없다며 '(법사위) 보고서에 기반해 그런 입장을 낸 것 같다'고 밝혔다.",정치
"백악관 ""한국 정부가 쿠팡 표적삼아…깊이 우려"" 트럼프 행정부는 한국 정부가 미국 기술기업들을 차별적으로 표적으로 삼는 상황을 깊이 우려하고 있다. 미 백악관은 불공정 무역 관행을 용납하지 않을 것이라고 밝혔다. 한국 외교부는 해당 보고서에 대해 쿠팡 측의 주장만을 일방적으로 반영하고 있어서 사실과 다르다고 주장했다.",사회/세계
"정부, 홈플러스 중소 협력업체에 4400억+α 유동성 지원 정부는 홈플러스 회생절차 폐지에 따른 민생경제 파급 영향을 최소화하기 위해 근로자와 중소 협력업체 보호에 중점을 두고 대응해 나가기로 했다. 임금체불 피해 근로자를 대상으로 1인당 최대 2100만원까지 체불 임금 대지급금을 지급하고, 저금리로 생계비를 지원한다. 중소 협력업체에는 소상공인시장진흥공단·중소벤처기업진흥공단 긴급경영안정자금 900억원, 신용보증기금·기술보증기금 특례보증 3500억원 등 총 4400억원 규모의 긴급 유동성을 지원한다.",경제
"신천지 소속 교도관이 수감 중 이만희 관리?…법무장관, 감찰 지시 이만희 신천지 총회장이 구속 전 피의자 심문에 출석하고 있다. 정 장관은 '철저한 감찰과 수감시설 긴급 점검에 착수해 법적, 행정적 책임을 묻겠다'고 강조했다. 유사한 일의 반복을 막기 위해 향후 사회적 영향력이 큰 수용자가 교정시설 내부에 부당한 영향력을 행사하거나 외부와 결탁하는 일을 제도적으로 차단할 개선책도 마련하겠다.",사회/세계|정치
"기후장관 ""추가 원전 검토해야…영광·울주 2기씩 부지"" 김성환 기후에너지환경부 장관이 반도체 클러스터와 AI 데이터센터 전력 수요에 대응하기 위해 추가 원전 건설 여부를 조속히 검토해야 한다고 밝혔다. 용인과 호남에 현재까지 들어서는 반도체 공장만 해도 1.4기가와트짜리 원전 15개 정도가 들어가야 양쪽 반도체를 감당할 수 있는 수요 AI 데이터센터 전기요금에 대해서는 '현재는 산업용 전기요금이 아니라 일반용 전기요금 체계에 묶여 있다'며 '해외에서 한국으로 AI 데이터센터를 짓고자 하는 분들에게 세일즈를 하려면 전용요금제를 신설하려고 한다'",IT/과학|정치
"[단독] 지방선거 개표 입력 오류 2곳 추가 파악‥'총 10곳'으로 늘어 중앙선거관리위원회가 6·3 지방선거에서 개표 결과를 잘못 입력한 사례가 10곳에 이르게 됐습니다. 경기 동두천시와 양평군에서도 개표 입력 오류 사례가 있었던 것으로 파악됐습니다. 선관위는 시스템을 수정할 계획으로, 선거 소청이 제기된 지역에서는 관련 소청이 끝난 뒤 수정할 예정입니다.",정치
"김민석 ""李대통령, 지방선거 결과에 표정관리 안될 정도"" 김민석 전 총리는 더불어민주당의 1년에 대한 평가를 '아쉬움'으로 내렸다. 그는 정청래 전 대표가 이끈 민주당의 지난 1년에 대해 혁신이 필요하다고 강조했다. 김 전 총리는 자신의 당권 경쟁자인 정 전 대표와 송영길 의원에 대해 견제하며 '현재 당내에서 총선, 대선, 지선을 다 직접 총괄·지휘해보고 승리까지 이끌어 본 유일한 사람'이라고 말했다.",정치
"'공천헌금 의혹' 건진법사 1심 무죄…""정치자금 해당 안 돼"" 건진법사 전성배씨가 2018년 자유한국당 영천시장 후보 공천 대가로 1억원을 수수한 혐의에 대해 무죄를 선고받았다. 서울남부지법 형사9단독 고소영 판사는 '정치자금에 해당한다고 볼 수 없다'며 무죄를 선고했다. 전씨는 제7회 전국동시지방선거를 앞둔 2018년 1월 국민의힘 전신인 자유한국당에서 경북 영천시장 공천을 받게 해주겠다며 한 후보자로부터 '기도비' 명목으로 불법 자금 1억여원을 받은 혐의 등을 받는다.",정치
"""미 공군 소령, 의회 계단서 '트럼프 탄핵' 주장 뒤 체포"" 미국 연방의회 의사당 현역 미국 공군 소령 제이슨 왓슨이 트럼프 대통령 탄핵 주장, 체포됨. 왓슨 소령은 트럼프 대통령과 JD 밴스 부통령의 탄핵소추를 요구하며, 대규모 불법 이민자 추방 작전 등도 위법 사례로 꼽음. 의회 경찰은 왓슨 소령을 '군중 형성, 통행 방해, 불편 초래' 등의 혐의로 체포했으며, 민주당 소속 앨 그린 의원과 동행한 후 체포됨.",사회/세계
"국힘 ""선관위 확실히 개혁해내야…위철환 탄핵 포함 끝까지 책임 묻겠다... 위원 전원 유임을 요구하는 선관위의 대응방안 국민의힘은 야당 추천 특검을 비롯한 모든 수단을 적극 추진하고, 위 직무대행에 대한 탄핵을 포함해 이번 사태 책임자들에게 정치적·법적 책임을 끝까지 묻겠다 -",정치
"""스벅도 영업정지 안 당했는데""…배재고 중징계에 정치권 시끌 배재고 야구부가 '스타벅스 가야지' 구호를 외치며 5·18 민주화운동을 조롱한 것에 대한 전국대회 출전정지 6개월의 중징계가 내려졌다. 국민의힘 의원들은 이 징계가 과도하고 절차적, 실질적 정당성을 갖기 어렵다고 비판하며, 교육부 장관과 정치인들이 일제히 나서서 배재고 선수들을 마녀사냥 한다고 주장했다. 대한야구소프트볼협회는 긴급 스포츠공정위원회를 열어 징계 여부를 심의하고 있으며, 팀 징계와 별도로 지도자와 선수 징계는 심사숙고가 필요하다고 판단해 대상자를 특정하고 있다.",정치
"野 “배재고 출전정지 철회해야”… 정치권으로 번진 ‘응원 논란’ 배재고 야구부가 '스타벅스 응원' 논란으로 6개월 대회 출전정지 징계를 받았다. 야권은 '과도한 조치'라며 재검토를 요구하고, '어린 청소년들의 꿈을 꺾는 과도한 징계나 비난은 자제해 달라'고 말했다. 대한야구소프트볼협회가 배재고 야구부에 6개월 대회 출전정지 징계를 내렸으며, 야권은 이를 '과도한 조치'라며 재검토를 요구하고 있다.",문화/트렌드
"카카오뱅크, 월급 넣으면 5%p 우대금리…'1+1' 혜택도 카카오뱅크는 연말까지 '월급 넣고 혜택 받기' 이벤트를 진행, 월 1회 50만원 이상 입금하면 우대금리 쿠폰을 제공합니다. 이벤트 기간 동안 카카오뱅크 앱 '혜택' 탭 내에서 '쿠폰 받기' 버튼을 눌러 참여할 수 있습니다. 또한 매월 25일 '월급 1+1' 이벤트도 함께 진행, 직전 한 달 동안 50만원 이상 입금한 고객 중 추첨을 통해 총 10명에게 200만원을 지급합니다.",라이프|경제
"李대통령, 튀르키예로 출발…유럽 방산외교 스타트 이재명 대통령 부부가 나토 정상회의 참석과 몽골 국빈 방문을 위해 튀르키예를 출국했다. 이번 일정은 마르크 뤼터 나토 사무총장의 초청으로 성사된 것으로, 취임 후 첫 나토 정상회의 참석이기도 하다. 이 대통령은 튀르키예에서 나토 방위산업포럼에 참석하고, '공동의 가치, 더욱 강한 산업기반'을 주제로 한 세션에서 기조발언을 한다.",정치
"이 대통령, 튀르키예로 출국…닷새 간 나토·몽골 순방 이재명 대통령과 김혜경 여사는 7일 튀르키예 앙카라로 나토 정상회의 참석을 위해 출국했다. 이 대통령은 나토에서 주관하는 방산포럼에 참석해 '공동의 가치, 더욱 강한 산업 기반'을 주제로 기조발언을 하고, 8일에는 주요 방산 수요국들과 연달아 양자회담을 할 예정이다. 이 대통령은 이번 순방에서 세계 평화와 안보를 위한 대한민국의 역할을 더욱 넓혀가려 한다.",정치
"[오늘의 국회일정] (7일, 화) 국회-국회의장에서 14:00에 법무부 장관 접견하고, 한성숙 국무총리 접견을 계획합니다. 의원실 세미나에서는 AI 시대 올바른 기후 ·에너지 정책, K-GX시대 탄소중립을 위한 경제구조개혁 등을 토론했습니다. 국회관광산업포럼 제6차 관광정책세미나에서는 미국 독립선언 250주년과 한국의 자유민주주의를 기념했습니다.",정치
"김민석·정청래, '메가 프로젝트' 선점전…국회서 잇단 토론회 김민석 전 국무총리는 7일 정부의 3대 메가프로젝트와 관련된 국회 토론회를 열어 국정을 뒷받침할 여당 주자 이미지를 부각하는 가운데 정청래 전 대표도 다음날 서남권 반도체 클러스터를 주제로 한 토론회를 개최한다. 정 전 대표는 이날 페이스북에서 민형배 전남광주특별시장이 '광주 군공항 부지에 호남권 반도체 클러스터 조성이 확정된 것을 환영한다'는 취지로 입장을 낸 것을 거론하며 '당정청과 지방정부가 원팀으로 협력지원하고 메가특구에 필요한 입법도 당이 속전속결로 처리하겠다.'라고 말했다. 정부의 3대 메가프로젝트는 여당에선 누가 됐든 잘 뒷받침해야 한다. 특정인의 이슈가 될 수 있는 게 아니다",정치
"알제리 총선 투표율 21.2% 역대 최저…여당 제1당 유지 알제리 총선에서 21.2%의 유권자가 투표에 참여해 역대 최저 투표율을 기록했다. 민족해방전선(FLN)이 제1당의 지위를 유지했지만, 의석이 8석 줄었다. 압델마지드 테분 대통령을 지지하는 미래 전선은 여권 3개 정당의 합산 의석수가 과반에 달했다.",정치
"김민석 ""총선 패배의 늪 빠질 수 있어…당대표 교체 결단 내려달라"" 김민석 전 국무총리는 민주당의 혁신을 이뤄내는 것이 이재명 정부 성공의 최우선과제라며 당대표 출마를 공식 선언했다. 민주당은 지난 1년, 대통령과 정부에 대한 국정지지를 정당지지와 선거결과로 연결시키지 못해 자기정치의 폐해가 당과 당정협력을 혼선에 빠뜨렸다. 김 전 총리는 대대적인 대통합 플랜을 추가하겠다는 구상도 밝혔다. 그는 이재명 대표 시절의 유능한 민주당, 강한 민주당, 이기는 민주당을 복원해야 한다고 말했다.",정치
"김민석, 與당권 레이스 스타트‥""자기 정치로 당정 혼선"" 정조준 김민석 전 국무총리가 더불어민주당 당대표 출마를 공식화했습니다. 김 전 총리는 이재명 정부의 성공을 위해선 민주당의 혁신이 먼저 이뤄져야 한다고 강조했습니다. 정청래 전 대표는 SNS에 글을 올려 '네거티브를 하지 않겠다', '동지의 언어만 쓰겠다'고 역공에 나섰습니다.",정치
"'당대표 출마' 김민석 ""그간 집권야당 같았단 지적, 깊이 성찰해야"" 김민석 전 국무총리가 더불어민주당 대표 선거 출마 선언을 했다. 김 전 총리는 '여당다운 여당'을 강조하며, 당정 협력을 우선에 두고 국민 눈높이에 맞추는 자세를 강조했다. 김 전 총리는 4번의 연속 토론회를 제안하고, 민주당 내의 갈라치기와 멸칭 현상을 비판하며, 혁신을 예고했다.",정치
"이 <b>대통령</b>, 나토 정상회의 참석차 튀르키예로 출국 한국은 2023년 6월 15일부터 30일까지 15일간의 연휴를 맞이하게 된다. 연휴 기간 동안 주요 행정 업무는 중단되나, 긴급한 경우에는 예외적으로 업무를 수행할 수 있다. 정부는 연휴 기간 동안 안전을 최우선으로 하며, 국민들에게 안전을 지키라는 경고를 내린다.",정치
"금융위, 중저신용자 대상 <b>금리</b> 인하·자금공급 확대 모색 한국은 2025년까지 10%의 GDP 성장을 목표로 하며, 2030년까지는 15%의 성장을 계획하고 있다. 이러한 성장 계획을 달성하기 위해 정부는 인프라 개발과 산업 육성을 강조하고 있다. 또한, 정부는 일자리 창출과 소득 격차 해소를 위한 정책을 추진할 계획이다.",경제
"태풍에 中 남부 물난리…""20년 만 가장 심각한 홍수"" 기사 읽어주기 서비스는 크롬기반의 브라우저에서만 사용할 수 있습니다. 공유하기 글자크기 브라우저가 video 태그를 지원하지 않습니다. 다른 브라우저를 사용하여 주십시오.",사회/세계
"이 <b>대통령</b>, 튀르키예 출국해 '방산외교' 시작…트럼프도 만날까 이재명 대통령은 오늘(7일) 튀르키예 앙카라로 출국, 나토 정상회의 참석과 몽골 국빈 방문을 위해 떠나는 것임. 이 대통령은 '전쟁의 폐허를 딛고 나라를 지키기 위해 흘린 수많은 땀방울이 오늘날 세계가 인정하는 경쟁력이 됐다는 것이 참으로 자랑스럽다'며 자부심을 안겨드릴 계획임. 이번 일정은 북대서양조약기구(NATO·나토) 정상회의 참석과 몽골 국빈 방문을 위해 출국하는 것임.",정치
"이 <b>대통령</b> &quot;캐나다 잠수함, 기대한 결과 아니지만 우리 저력 보여줘&quot; 이 대통령은 캐나다 잠수함 사업 경쟁에서 기대했던 결과를 얻지 못했지만, 우리 저력을 세계에 다시 한번 분명히 보여주었다고 평가했습니다. 대한민국 방위산업은 새로운 성장동력으로 자리매김하고 있으며, 중요的是 멈춰 서지 않고 꾸준히 앞으로 나아가는 것 이 대통령은 정부가 할 수 있는 모든 것을 다하겠다며, 우리 잠수함이 세계 바다의 평화와 안전을 수호하게 될 그날을 위해 도전할 것",정치
"加잠수함 아쉬움 털고…李<b>대통령</b>, 나토서 방산외교 재시동(종합) 이 대통령은 나토 정상회의 참석을 위해 튀르키예로 출국해 방산 협력을 본격 추진할 것으로 예상된다. 이 대통령은 이날부터 2일간 튀르키예 앙카라에서 열리는 나토 정상회의 참석 일정을 소화하고, 방산·안보 협력 확대를 모색하는 데 초점이 맞춰졌다. 이 대통령은 방산 협력 수요가 있는 국가들을 중심으로 양자 회담을 조율하고, 방산 협력 확대 방안을 논의할 것으로 관측된다.",정치
"“주식 보며 스트레스, 이제 그만”…기본<b>금리</b> 연 4%대 ‘따박따박’ 예... 저축은행들이 '자금 이탈 방어'를 위해 고육책을 꺼내 든 것 같다. 저축은행 예금 금리는 지난해 11월 연 2.69%까지 하락한 후 12월에 상승 전환한 뒤 오름세를 지속하고 있다. 퇴직연금 정기예금 상품은 통상 일반 정기예금보다 0.1∼0.2%포인트 높은 금리를 제공한다.",경제
"李대통령, 加 잠수함 수주 무산에 ""우리 저력 보여줬다"" 이재명 대통령은 캐나다 잠수함 사업 수주 무산에 대해 '우리 저력을 국제사회에 다시 한 번 분명히 보여주었다'고 말했다. 이 대통령은 방위산업을 세계가 주목하는 새로운 성장동력이자 국가 경쟁력의 핵심 산업으로 자리매김하고 있다고 평가했다. 이 대통령은 대한민국 방위산업을 세계적인 수준으로 성장시키며 'K-방산'의 위상을 높여 오신 모든 종사자 여러분께 깊은 감사와 존경을 전한다고 말했다.",정치
"李, 나토·몽골 순방 출국…유럽서 'K방산 세일즈' 이재명 대통령은 튀르키예 앙카라로 출국, 나토 정상회의 데뷔전방산 포럼에서 K방산 세일즈 미래전 기술 습득 등 기반 마련도 나토는 세계 국방비의 55%를 차지하는 전통적인 최대 방산 시장으로 방산 외교 의지를 드러냈다. 이 대통령은 방산 협력을 위한 양자, 다자 외교 일정도 소화하며 나토와 인태 파트너 회담을 개최할 계획이다.",정치
저축은행 예금금리 연 4% 육박 저축은행 정기 예금 평균 금리가 연 4%선에 접근하고 있다. 1년 만기 정기예금 평균 금리는 연 3.90%로 집계됐다. 저축은행 예금 금리는 작년 11월보다 오름세를 이어가고 있다.,경제
"금리 상승 기조에… 시중은행 예금 年 3%대, 저축은행은 4%대 7월 금통위서 기준금리 인상 가능성시 중 금리가 오르면서 은행 예금 금리가 3% 후반대로 상승했다. 은행권이 고객 이탈을 막기 위해 금리를 높이고 있다는 분석이 나온다. 금융통화위원회가 기준금리를 올리면 시차를 두고 금융권의 여·수신 금리가 오를 가능성이 크다.",경제
"외환시장 24시간 거래 첫날 오전 6시 환율 1,530원 코스피가 7,800선 아래로 하락 출발해 1.64% 내린 7,919.20으로 시작했다. 원/달러 환율은 큰 변동 없이 1,530원대에서 거래됐다. 국내 외환시장은 24시간 가동 체제에 돌입해 주말과 1월 1일을 제외하고 모든 날짜에 24시간 원/달러 거래가 가능하다.",경제
"새벽 6시 개장… 저가 매수세 유입에 환율 1530원대 등락 국내 외환시장이 24시간 체제 가동으로 전환됐으며, 실시간 환율 대응이 가능해져 외환 거래 공백이 해소되고, 해외 투자자의 접근성이 확대됨에 따라 원화의 위상이 높아질 수 있다. 24시간 개장 첫날인 이날 환율은 오전 6시 1527.60원으로 출발해 오후 7시까지 1530원대에서 등락을 이어갔다. 정부와 금융권은 국내외 투자자들의 편의성이 한층 높아지고 환차손 위험이 사라지면서 수출입 기업 경쟁력이 강화돼 환율도 안정되는 효과를 기대하고 있다.",경제
"LG 엑사원, 코스콤 손잡고 '한국 주식시장 예측 AI 서비스' 선보여 LG전자와 코스콤이 AI 기반 한국 주식시장 예측·분석 서비스 구축에 나선다. LG AI연구원과 코스콤은 7일 서울 여의도 코스콤 본사에서 'AI 기반 한국 금융 데이터 분석 서비스 제공을 위한 전략적 업무협약'을 체결했다. 양사는 LG AI연구원의 금융 특화 AI 에이전트 '엑사원 BI(EXAONE Business Intelligence)'에 코스콤이 보유한 국내 금융 데이터를 결합해 한국 주식시장에 특화된 AI 예측·분석 서비스를 구축한다.",IT/과학
"AI주 반등에 뉴욕증시 일제히 상승…다우 53,000 첫 돌파(종합) 뉴욕증시가 인공지능(AI) 관련 반도체 업종의 반등에 일제히 상승 마감했다. 브로드컴·AMD 등 AI 관련 반도체株가 급등했고, 삼성전자 실적·하이닉스 ADR 상장 기대감도 투자 심리를 자극했다. FOMC 의사록 주목으로 시장은 오는 8일 공개되는 연방공개시장위원회(FOMC) 6월 회의 의사록을 주목하고 있다.",경제|IT/과학
"코스피, 8%대 급락에 사이드카 이어 서킷브레이커(종합) 코스피가 7,919.20으로 출발해 하락세를 키우고 있으며, 삼전 9%·하이닉스 10% 급락 중이다. 서킷브레이커가 발동되어 유가증권시장의 매매거래를 20분간 중단했다. 삼성전자(-9.75%)와 SK하이닉스(-10.58%)는 큰 폭 하락 중이며, 개인은 지수 하방을 지탱하고 있다.",경제
